In real time|People who come|People in queue(first/second)|People who left|Transported People|Gondola status 
(18, 49, 12)|0|[2, 1]|1183|639|status.moving
(18, 49, 13)|0|[2, 1]|1183|639|status.moving
(18, 49, 14)|0|[2, 1]|1183|639|status.moving
(18, 49, 15)|0|[2, 1]|1183|639|status.moving
(18, 49, 16)|0|[2, 1]|1183|639|status.moving
(18, 49, 17)|0|[2, 1]|1183|639|status.moving
(18, 49, 18)|0|[3, 1]|1183|639|status.moving
(18, 49, 19)|0|[3, 1]|1183|639|status.moving
(18, 49, 20)|0|[3, 1]|1183|639|status.moving
(18, 49, 21)|0|[2, 0]|1185|639|status.moving
(18, 49, 22)|0|[2, 0]|1185|639|status.moving
(18, 49, 23)|0|[2, 0]|1185|639|status.moving
(18, 49, 24)|0|[2, 0]|1185|639|status.moving
(18, 49, 25)|0|[2, 0]|1185|639|status.moving
(18, 49, 26)|0|[2, 0]|1185|639|status.moving
(18, 49, 27)|0|[2, 0]|1185|639|status.moving
(18, 49, 28)|0|[2, 0]|1185|639|status.moving
(18, 49, 29)|0|[2, 0]|1185|639|status.moving
(18, 49, 30)|0|[2, 0]|1185|639|status.moving
(18, 49, 31)|0|[2, 0]|1185|639|status.moving
(18, 49, 32)|0|[2, 0]|1185|639|status.moving
(18, 49, 33)|0|[2, 0]|1185|639|status.moving
(18, 49, 34)|0|[2, 0]|1185|639|status.moving
(18, 49, 35)|0|[2, 0]|1185|639|status.moving
(18, 49, 36)|0|[2, 0]|1185|639|status.moving
(18, 49, 37)|0|[2, 0]|1185|639|status.moving
(18, 49, 38)|0|[2, 0]|1185|639|status.moving
(18, 49, 39)|0|[2, 0]|1185|639|status.moving
(18, 49, 40)|0|[2, 0]|1185|639|status.moving
(18, 49, 41)|0|[2, 0]|1185|639|status.moving
(18, 49, 42)|0|[2, 0]|1185|639|status.moving
(18, 49, 43)|0|[2, 0]|1185|639|status.moving
(18, 49, 44)|0|[2, 0]|1185|639|status.moving
(18, 49, 45)|0|[2, 0]|1185|639|status.moving
(18, 49, 46)|0|[2, 0]|1185|639|status.moving
(18, 49, 47)|0|[2, 0]|1185|639|status.moving
(18, 49, 48)|0|[2, 0]|1185|639|status.moving
(18, 49, 49)|0|[2, 0]|1185|639|status.moving
(18, 49, 50)|0|[2, 0]|1185|639|status.moving
(18, 49, 51)|0|[2, 0]|1185|639|status.moving
(18, 49, 52)|0|[2, 0]|1185|639|status.moving
(18, 49, 53)|0|[2, 0]|1185|639|status.moving
(18, 49, 54)|0|[2, 0]|1185|639|status.moving
(18, 49, 55)|0|[2, 0]|1185|639|status.moving
(18, 49, 56)|0|[2, 0]|1185|639|status.moving
(18, 49, 57)|0|[2, 0]|1185|639|status.moving
(18, 49, 58)|0|[2, 0]|1185|639|status.moving
(18, 49, 59)|0|[2, 0]|1185|639|status.moving
(18, 50, 0)|0|[2, 0]|1185|639|status.moving
(18, 50, 1)|0|[2, 0]|1185|639|status.moving
(18, 50, 2)|0|[2, 0]|1185|639|status.moving
(18, 50, 3)|0|[2, 0]|1185|639|status.moving
(18, 50, 4)|0|[2, 0]|1185|639|status.moving
(18, 50, 5)|0|[2, 0]|1185|639|status.moving
(18, 50, 6)|0|[2, 0]|1185|639|status.moving
(18, 50, 7)|0|[2, 0]|1185|639|status.moving
(18, 50, 8)|0|[2, 0]|1185|639|status.moving
(18, 50, 9)|0|[2, 0]|1185|639|status.moving
(18, 50, 10)|0|[2, 0]|1185|639|status.moving
(18, 50, 11)|0|[2, 0]|1185|639|status.moving
(18, 50, 12)|0|[2, 0]|1185|639|status.moving
(18, 50, 13)|0|[2, 0]|1185|639|status.moving
(18, 50, 14)|0|[2, 0]|1185|639|status.moving
(18, 50, 15)|0|[2, 0]|1185|639|status.moving
(18, 50, 16)|0|[2, 0]|1185|639|status.moving
(18, 50, 17)|0|[2, 0]|1185|639|status.moving
(18, 50, 18)|0|[2, 0]|1185|639|status.moving
(18, 50, 19)|0|[2, 0]|1185|639|status.moving
(18, 50, 20)|0|[2, 0]|1185|639|status.moving
(18, 50, 21)|0|[2, 0]|1185|639|status.moving
(18, 50, 22)|0|[2, 0]|1185|639|status.moving
(18, 50, 23)|0|[2, 0]|1185|639|status.moving
(18, 50, 24)|0|[2, 0]|1185|639|status.moving
(18, 50, 25)|0|[1, 0]|1186|639|status.moving
(18, 50, 26)|0|[1, 0]|1186|639|status.moving
(18, 50, 27)|0|[1, 0]|1186|639|status.moving
(18, 50, 28)|0|[1, 0]|1186|639|status.moving
(18, 50, 29)|0|[1, 0]|1186|639|status.moving
(18, 50, 30)|0|[1, 0]|1186|639|status.moving
(18, 50, 31)|0|[1, 0]|1186|639|status.moving
(18, 50, 32)|0|[1, 0]|1186|639|status.moving
(18, 50, 33)|0|[1, 0]|1186|639|status.moving
(18, 50, 34)|0|[1, 0]|1186|639|status.moving
(18, 50, 35)|0|[1, 0]|1186|639|status.moving
(18, 50, 36)|0|[1, 0]|1186|639|status.moving
(18, 50, 37)|0|[1, 0]|1186|639|status.moving
(18, 50, 38)|0|[1, 0]|1186|639|status.moving
(18, 50, 39)|0|[1, 0]|1186|639|status.moving
(18, 50, 40)|0|[1, 0]|1186|639|status.moving
(18, 50, 41)|0|[0, 0]|1187|639|status.moving
(18, 50, 42)|0|[0, 0]|1187|639|status.moving
(18, 50, 43)|0|[0, 0]|1187|639|status.moving
(18, 50, 44)|0|[0, 0]|1187|639|status.moving
(18, 50, 45)|0|[0, 0]|1187|639|status.moving
(18, 50, 46)|0|[0, 0]|1187|639|status.moving
(18, 50, 47)|0|[0, 0]|1187|639|status.moving
(18, 50, 48)|0|[0, 0]|1187|639|status.moving
(18, 50, 49)|0|[0, 0]|1187|639|status.moving
(18, 50, 50)|0|[0, 0]|1187|639|status.moving
(18, 50, 51)|0|[0, 0]|1187|639|status.moving
(18, 50, 52)|0|[1, 0]|1187|639|status.moving
(18, 50, 53)|0|[1, 0]|1187|639|status.moving
(18, 50, 54)|0|[1, 0]|1187|639|status.moving
(18, 50, 55)|0|[1, 0]|1187|639|status.moving
(18, 50, 56)|0|[1, 0]|1187|639|status.moving
(18, 50, 57)|0|[1, 0]|1187|639|status.moving
(18, 50, 58)|0|[1, 0]|1187|639|status.moving
(18, 50, 59)|0|[1, 0]|1187|639|status.moving
(18, 51, 0)|0|[1, 0]|1187|639|status.moving
(18, 51, 1)|0|[1, 0]|1187|639|status.moving
(18, 51, 2)|0|[1, 0]|1187|639|status.moving
(18, 51, 3)|0|[1, 0]|1187|639|status.moving
(18, 51, 4)|0|[1, 0]|1187|639|status.moving
(18, 51, 5)|0|[1, 0]|1187|639|status.moving
(18, 51, 6)|0|[1, 0]|1187|639|status.moving
(18, 51, 7)|0|[1, 0]|1187|639|status.moving
(18, 51, 8)|0|[1, 0]|1187|639|status.moving
(18, 51, 9)|0|[1, 0]|1187|639|status.moving
(18, 51, 10)|0|[1, 0]|1187|639|status.moving
(18, 51, 11)|0|[1, 0]|1187|639|status.moving
(18, 51, 12)|0|[1, 0]|1187|639|status.moving
(18, 51, 13)|0|[1, 0]|1187|643|status.waiting
(18, 51, 14)|0|[0, 0]|1187|643|status.waiting
(18, 51, 15)|0|[0, 0]|1187|643|status.waiting
(18, 51, 16)|0|[0, 0]|1187|643|status.waiting
(18, 51, 17)|0|[0, 0]|1187|643|status.waiting
(18, 51, 18)|0|[0, 0]|1187|643|status.waiting
(18, 51, 19)|0|[0, 0]|1187|643|status.waiting
(18, 51, 20)|0|[0, 0]|1187|643|status.waiting
(18, 51, 21)|0|[0, 0]|1187|643|status.waiting
(18, 51, 22)|0|[0, 0]|1187|643|status.waiting
(18, 51, 23)|0|[0, 0]|1187|643|status.waiting
(18, 51, 24)|0|[0, 0]|1187|643|status.waiting
(18, 51, 25)|0|[0, 0]|1187|643|status.waiting
(18, 51, 26)|0|[0, 0]|1187|643|status.waiting
(18, 51, 27)|0|[0, 0]|1187|643|status.waiting
(18, 51, 28)|0|[0, 0]|1187|643|status.waiting
(18, 51, 29)|0|[0, 0]|1187|643|status.waiting
(18, 51, 30)|0|[0, 0]|1187|643|status.waiting
(18, 51, 31)|0|[0, 0]|1187|643|status.waiting
(18, 51, 32)|0|[0, 0]|1187|643|status.waiting
(18, 51, 33)|0|[0, 0]|1187|643|status.waiting
(18, 51, 34)|0|[0, 0]|1187|643|status.waiting
(18, 51, 35)|0|[0, 0]|1187|643|status.waiting
(18, 51, 36)|0|[0, 0]|1187|643|status.waiting
(18, 51, 37)|0|[0, 0]|1187|643|status.waiting
(18, 51, 38)|0|[0, 0]|1187|643|status.waiting
(18, 51, 39)|0|[0, 0]|1187|643|status.waiting
(18, 51, 40)|0|[0, 0]|1187|643|status.waiting
(18, 51, 41)|0|[0, 0]|1187|643|status.waiting
(18, 51, 42)|0|[0, 0]|1187|643|status.waiting
(18, 51, 43)|0|[0, 0]|1187|643|status.waiting
(18, 51, 44)|0|[0, 0]|1187|643|status.moving
(18, 51, 45)|0|[0, 0]|1187|643|status.moving
(18, 51, 46)|0|[0, 0]|1187|643|status.moving
(18, 51, 47)|0|[0, 0]|1187|643|status.moving
(18, 51, 48)|0|[0, 0]|1187|643|status.moving
(18, 51, 49)|0|[0, 0]|1187|643|status.moving
(18, 51, 50)|0|[0, 0]|1187|643|status.moving
(18, 51, 51)|0|[0, 0]|1187|643|status.moving
(18, 51, 52)|0|[0, 0]|1187|643|status.moving
(18, 51, 53)|0|[0, 0]|1187|643|status.moving
(18, 51, 54)|0|[0, 0]|1187|643|status.moving
(18, 51, 55)|0|[0, 0]|1187|643|status.moving
(18, 51, 56)|0|[0, 0]|1187|643|status.moving
(18, 51, 57)|0|[0, 0]|1187|643|status.moving
(18, 51, 58)|0|[0, 0]|1187|643|status.moving
(18, 51, 59)|0|[0, 0]|1187|643|status.moving
(18, 52, 0)|0|[0, 0]|1187|643|status.moving
(18, 52, 1)|1|[0, 1]|1187|643|status.moving
(18, 52, 2)|0|[0, 1]|1187|643|status.moving
(18, 52, 3)|0|[0, 1]|1187|643|status.moving
(18, 52, 4)|0|[0, 1]|1187|643|status.moving
(18, 52, 5)|0|[0, 1]|1187|643|status.moving
(18, 52, 6)|0|[0, 1]|1187|643|status.moving
(18, 52, 7)|0|[0, 1]|1187|643|status.moving
(18, 52, 8)|0|[0, 1]|1187|643|status.moving
(18, 52, 9)|0|[0, 1]|1187|643|status.moving
(18, 52, 10)|0|[0, 1]|1187|643|status.moving
(18, 52, 11)|0|[0, 1]|1187|643|status.moving
(18, 52, 12)|0|[0, 1]|1187|643|status.moving
(18, 52, 13)|0|[0, 1]|1187|643|status.moving
(18, 52, 14)|1|[0, 2]|1187|643|status.moving
(18, 52, 15)|0|[0, 2]|1187|643|status.moving
(18, 52, 16)|0|[0, 2]|1187|643|status.moving
(18, 52, 17)|0|[0, 2]|1187|643|status.moving
(18, 52, 18)|0|[0, 2]|1187|643|status.moving
(18, 52, 19)|0|[0, 2]|1187|643|status.moving
(18, 52, 20)|0|[0, 2]|1187|643|status.moving
(18, 52, 21)|0|[0, 2]|1187|643|status.moving
(18, 52, 22)|0|[0, 2]|1187|643|status.moving
(18, 52, 23)|0|[0, 2]|1187|643|status.moving
(18, 52, 24)|0|[0, 2]|1187|643|status.moving
(18, 52, 25)|0|[0, 2]|1187|643|status.moving
(18, 52, 26)|0|[0, 2]|1187|643|status.moving
(18, 52, 27)|0|[0, 2]|1187|643|status.moving
(18, 52, 28)|0|[0, 2]|1187|643|status.moving
(18, 52, 29)|0|[0, 2]|1187|643|status.moving
(18, 52, 30)|0|[0, 2]|1187|643|status.moving
(18, 52, 31)|0|[0, 2]|1187|643|status.moving
(18, 52, 32)|0|[0, 2]|1187|643|status.moving
(18, 52, 33)|0|[0, 2]|1187|643|status.moving
(18, 52, 34)|0|[0, 2]|1187|643|status.moving
(18, 52, 35)|0|[0, 2]|1187|643|status.moving
(18, 52, 36)|0|[0, 2]|1187|643|status.moving
(18, 52, 37)|0|[0, 2]|1187|643|status.moving
(18, 52, 38)|0|[0, 2]|1187|643|status.moving
(18, 52, 39)|0|[0, 2]|1187|643|status.moving
(18, 52, 40)|0|[0, 2]|1187|643|status.moving
(18, 52, 41)|0|[0, 2]|1187|643|status.moving
(18, 52, 42)|0|[0, 2]|1187|643|status.moving
(18, 52, 43)|0|[0, 2]|1187|643|status.moving
(18, 52, 44)|0|[0, 2]|1187|643|status.moving
(18, 52, 45)|0|[0, 2]|1187|643|status.moving
(18, 52, 46)|0|[0, 2]|1187|643|status.moving
(18, 52, 47)|0|[0, 2]|1187|643|status.moving
(18, 52, 48)|0|[0, 2]|1187|643|status.moving
(18, 52, 49)|0|[0, 2]|1187|643|status.moving
(18, 52, 50)|0|[0, 2]|1187|643|status.moving
(18, 52, 51)|0|[0, 2]|1187|643|status.moving
(18, 52, 52)|0|[0, 2]|1187|643|status.moving
(18, 52, 53)|0|[0, 2]|1187|643|status.moving
(18, 52, 54)|0|[0, 2]|1187|643|status.moving
(18, 52, 55)|0|[0, 2]|1187|643|status.moving
(18, 52, 56)|0|[0, 2]|1187|643|status.moving
(18, 52, 57)|0|[0, 2]|1187|643|status.moving
(18, 52, 58)|0|[0, 2]|1187|643|status.moving
(18, 52, 59)|0|[0, 2]|1187|643|status.moving
(18, 53, 0)|0|[0, 2]|1187|643|status.moving
(18, 53, 1)|0|[0, 2]|1187|643|status.moving
(18, 53, 2)|0|[0, 2]|1187|643|status.moving
(18, 53, 3)|0|[0, 2]|1187|643|status.moving
(18, 53, 4)|0|[0, 2]|1187|643|status.moving
(18, 53, 5)|0|[0, 1]|1188|643|status.moving
(18, 53, 6)|0|[0, 1]|1188|643|status.moving
(18, 53, 7)|0|[0, 1]|1188|643|status.moving
(18, 53, 8)|0|[0, 1]|1188|643|status.moving
(18, 53, 9)|0|[0, 1]|1188|643|status.moving
(18, 53, 10)|0|[0, 1]|1188|643|status.moving
(18, 53, 11)|0|[0, 1]|1188|643|status.moving
(18, 53, 12)|0|[0, 1]|1188|643|status.moving
(18, 53, 13)|0|[0, 1]|1188|643|status.moving
(18, 53, 14)|0|[0, 1]|1188|643|status.moving
(18, 53, 15)|0|[0, 1]|1188|643|status.moving
(18, 53, 16)|0|[0, 1]|1188|643|status.moving
(18, 53, 17)|0|[0, 1]|1188|643|status.moving
(18, 53, 18)|0|[0, 1]|1188|643|status.moving
(18, 53, 19)|0|[0, 1]|1188|643|status.moving
(18, 53, 20)|0|[0, 1]|1188|643|status.moving
(18, 53, 21)|0|[0, 1]|1188|643|status.moving
(18, 53, 22)|0|[0, 1]|1188|643|status.moving
(18, 53, 23)|0|[0, 1]|1188|643|status.moving
(18, 53, 24)|0|[0, 1]|1188|643|status.moving
(18, 53, 25)|0|[0, 1]|1188|643|status.moving
(18, 53, 26)|0|[0, 1]|1188|643|status.moving
(18, 53, 27)|0|[0, 1]|1188|643|status.moving
(18, 53, 28)|0|[0, 1]|1188|643|status.moving
(18, 53, 29)|0|[0, 1]|1188|643|status.moving
(18, 53, 30)|0|[0, 1]|1188|643|status.moving
(18, 53, 31)|0|[0, 1]|1188|643|status.moving
(18, 53, 32)|0|[0, 1]|1188|643|status.moving
(18, 53, 33)|0|[0, 1]|1188|643|status.moving
(18, 53, 34)|0|[0, 1]|1188|643|status.moving
(18, 53, 35)|0|[0, 1]|1188|643|status.moving
(18, 53, 36)|0|[0, 1]|1188|643|status.moving
(18, 53, 37)|0|[0, 1]|1188|643|status.moving
(18, 53, 38)|0|[0, 1]|1188|643|status.moving
(18, 53, 39)|0|[0, 1]|1188|643|status.moving
(18, 53, 40)|1|[0, 2]|1188|643|status.moving
(18, 53, 41)|0|[0, 2]|1188|643|status.moving
(18, 53, 42)|0|[0, 2]|1188|643|status.moving
(18, 53, 43)|0|[0, 2]|1188|643|status.moving
(18, 53, 44)|0|[0, 2]|1188|643|status.moving
(18, 53, 45)|0|[1, 2]|1188|643|status.moving
(18, 53, 46)|0|[1, 1]|1189|643|status.moving
(18, 53, 47)|0|[1, 1]|1189|643|status.moving
(18, 53, 48)|0|[1, 1]|1189|643|status.moving
(18, 53, 49)|0|[1, 1]|1189|643|status.moving
(18, 53, 50)|0|[1, 1]|1189|643|status.moving
(18, 53, 51)|0|[1, 1]|1189|643|status.moving
(18, 53, 52)|0|[1, 1]|1189|643|status.moving
(18, 53, 53)|0|[1, 1]|1189|643|status.moving
(18, 53, 54)|0|[1, 1]|1189|643|status.moving
(18, 53, 55)|0|[1, 1]|1189|643|status.moving
(18, 53, 56)|0|[1, 1]|1189|643|status.moving
(18, 53, 57)|0|[1, 1]|1189|643|status.moving
(18, 53, 58)|0|[1, 1]|1189|643|status.moving
(18, 53, 59)|0|[1, 1]|1189|643|status.moving
(18, 54, 0)|0|[1, 1]|1189|643|status.moving
(18, 54, 1)|0|[1, 1]|1189|643|status.moving
(18, 54, 2)|0|[1, 1]|1189|643|status.moving
(18, 54, 3)|0|[1, 1]|1189|643|status.moving
(18, 54, 4)|0|[1, 1]|1189|643|status.moving
(18, 54, 5)|0|[1, 1]|1189|643|status.moving
(18, 54, 6)|0|[1, 1]|1189|643|status.moving
(18, 54, 7)|1|[1, 2]|1189|643|status.moving
(18, 54, 8)|0|[1, 2]|1189|643|status.moving
(18, 54, 9)|0|[1, 2]|1189|643|status.moving
(18, 54, 10)|0|[1, 2]|1189|643|status.moving
(18, 54, 11)|0|[1, 2]|1189|643|status.moving
(18, 54, 12)|0|[1, 2]|1189|643|status.moving
(18, 54, 13)|0|[1, 2]|1189|643|status.moving
(18, 54, 14)|0|[1, 2]|1189|643|status.moving
(18, 54, 15)|0|[1, 2]|1189|643|status.moving
(18, 54, 16)|0|[1, 2]|1189|643|status.moving
(18, 54, 17)|0|[1, 2]|1189|643|status.moving
(18, 54, 18)|0|[1, 2]|1189|643|status.moving
(18, 54, 19)|0|[1, 2]|1189|643|status.moving
(18, 54, 20)|0|[1, 2]|1189|643|status.moving
(18, 54, 21)|0|[1, 2]|1189|643|status.moving
(18, 54, 22)|0|[1, 2]|1189|643|status.moving
(18, 54, 23)|0|[1, 2]|1189|643|status.moving
(18, 54, 24)|0|[1, 2]|1189|643|status.moving
(18, 54, 25)|0|[1, 2]|1189|643|status.moving
(18, 54, 26)|0|[1, 2]|1189|643|status.moving
(18, 54, 27)|0|[1, 2]|1189|643|status.moving
(18, 54, 28)|0|[1, 2]|1189|643|status.moving
(18, 54, 29)|0|[1, 2]|1189|643|status.moving
(18, 54, 30)|1|[1, 3]|1189|643|status.moving
(18, 54, 31)|0|[1, 3]|1189|643|status.moving
(18, 54, 32)|0|[1, 3]|1189|643|status.moving
(18, 54, 33)|0|[1, 3]|1189|643|status.moving
(18, 54, 34)|0|[1, 3]|1189|643|status.moving
(18, 54, 35)|0|[1, 3]|1189|643|status.moving
(18, 54, 36)|0|[1, 3]|1189|643|status.moving
(18, 54, 37)|0|[1, 3]|1189|643|status.moving
(18, 54, 38)|0|[1, 3]|1189|643|status.moving
(18, 54, 39)|0|[1, 3]|1189|643|status.moving
(18, 54, 40)|0|[1, 3]|1189|643|status.moving
(18, 54, 41)|0|[1, 3]|1189|643|status.moving
(18, 54, 42)|0|[1, 3]|1189|643|status.moving
(18, 54, 43)|0|[1, 3]|1189|643|status.moving
(18, 54, 44)|0|[1, 3]|1189|644|status.waiting
(18, 54, 45)|0|[0, 1]|1189|647|status.waiting
(18, 54, 46)|0|[0, 0]|1189|647|status.waiting
(18, 54, 47)|0|[0, 0]|1189|647|status.waiting
(18, 54, 48)|0|[0, 0]|1189|647|status.waiting
(18, 54, 49)|0|[0, 0]|1189|647|status.waiting
(18, 54, 50)|0|[0, 0]|1189|647|status.waiting
(18, 54, 51)|0|[0, 0]|1189|647|status.waiting
(18, 54, 52)|0|[0, 0]|1189|647|status.waiting
(18, 54, 53)|0|[0, 0]|1189|647|status.waiting
(18, 54, 54)|0|[0, 0]|1189|647|status.waiting
(18, 54, 55)|0|[0, 0]|1189|647|status.waiting
(18, 54, 56)|0|[0, 0]|1189|647|status.waiting
(18, 54, 57)|0|[0, 0]|1189|647|status.waiting
(18, 54, 58)|0|[0, 0]|1189|647|status.waiting
(18, 54, 59)|0|[0, 0]|1189|647|status.waiting
(18, 55, 0)|0|[0, 0]|1189|647|status.waiting
(18, 55, 1)|0|[0, 0]|1189|647|status.waiting
(18, 55, 2)|0|[0, 0]|1189|647|status.waiting
(18, 55, 3)|0|[0, 0]|1189|647|status.waiting
(18, 55, 4)|0|[0, 0]|1189|647|status.waiting
(18, 55, 5)|0|[0, 0]|1189|647|status.waiting
(18, 55, 6)|0|[0, 0]|1189|647|status.waiting
(18, 55, 7)|0|[0, 0]|1189|647|status.waiting
(18, 55, 8)|0|[0, 0]|1189|647|status.waiting
(18, 55, 9)|0|[0, 0]|1189|647|status.waiting
(18, 55, 10)|0|[0, 0]|1189|647|status.waiting
(18, 55, 11)|0|[0, 0]|1189|647|status.waiting
(18, 55, 12)|0|[0, 0]|1189|647|status.waiting
(18, 55, 13)|0|[0, 0]|1189|647|status.waiting
(18, 55, 14)|0|[0, 0]|1189|647|status.waiting
(18, 55, 15)|0|[0, 0]|1189|647|status.waiting
(18, 55, 16)|0|[0, 0]|1189|649|status.waiting
(18, 55, 17)|0|[0, 0]|1189|649|status.waiting
(18, 55, 18)|0|[0, 0]|1189|649|status.waiting
(18, 55, 19)|0|[0, 0]|1189|649|status.waiting
(18, 55, 20)|0|[0, 0]|1189|649|status.waiting
(18, 55, 21)|0|[0, 0]|1189|649|status.waiting
(18, 55, 22)|0|[0, 0]|1189|649|status.waiting
(18, 55, 23)|0|[0, 0]|1189|649|status.waiting
(18, 55, 24)|0|[0, 0]|1189|649|status.waiting
(18, 55, 25)|0|[0, 0]|1189|649|status.waiting
(18, 55, 26)|0|[0, 0]|1189|649|status.waiting
(18, 55, 27)|0|[0, 0]|1189|649|status.waiting
(18, 55, 28)|0|[0, 0]|1189|649|status.waiting
(18, 55, 29)|0|[0, 0]|1189|649|status.waiting
(18, 55, 30)|0|[0, 0]|1189|649|status.waiting
(18, 55, 31)|0|[0, 0]|1189|649|status.waiting
(18, 55, 32)|0|[0, 0]|1189|649|status.waiting
(18, 55, 33)|0|[0, 0]|1189|649|status.waiting
(18, 55, 34)|0|[0, 0]|1189|649|status.waiting
(18, 55, 35)|0|[0, 0]|1189|649|status.waiting
(18, 55, 36)|0|[0, 0]|1189|649|status.waiting
(18, 55, 37)|0|[0, 0]|1189|649|status.waiting
(18, 55, 38)|0|[0, 0]|1189|649|status.waiting
(18, 55, 39)|0|[0, 0]|1189|649|status.waiting
(18, 55, 40)|0|[0, 0]|1189|649|status.waiting
(18, 55, 41)|0|[0, 0]|1189|649|status.waiting
(18, 55, 42)|0|[0, 0]|1189|649|status.waiting
(18, 55, 43)|0|[0, 0]|1189|649|status.waiting
(18, 55, 44)|0|[0, 0]|1189|649|status.waiting
(18, 55, 45)|0|[0, 0]|1189|649|status.waiting
(18, 55, 46)|0|[0, 0]|1189|649|status.waiting
(18, 55, 47)|0|[0, 0]|1189|649|status.waiting
(18, 55, 48)|0|[0, 0]|1189|649|status.waiting
(18, 55, 49)|0|[0, 0]|1189|649|status.waiting
(18, 55, 50)|0|[0, 0]|1189|649|status.waiting
(18, 55, 51)|0|[0, 0]|1189|649|status.waiting
(18, 55, 52)|0|[0, 0]|1189|649|status.waiting
(18, 55, 53)|0|[0, 0]|1189|649|status.waiting
(18, 55, 54)|0|[0, 0]|1189|649|status.waiting
(18, 55, 55)|0|[0, 0]|1189|649|status.waiting
(18, 55, 56)|0|[0, 0]|1189|649|status.waiting
(18, 55, 57)|0|[0, 0]|1189|649|status.waiting
(18, 55, 58)|0|[0, 0]|1189|649|status.waiting
(18, 55, 59)|0|[0, 0]|1189|649|status.waiting
(18, 56, 0)|0|[0, 0]|1189|649|status.waiting
(18, 56, 1)|0|[0, 0]|1189|649|status.waiting
(18, 56, 2)|0|[0, 0]|1189|649|status.waiting
(18, 56, 3)|0|[0, 0]|1189|649|status.waiting
(18, 56, 4)|0|[0, 0]|1189|649|status.waiting
(18, 56, 5)|0|[0, 0]|1189|649|status.waiting
(18, 56, 6)|1|[0, 0]|1189|649|status.waiting
(18, 56, 7)|0|[0, 0]|1189|649|status.waiting
(18, 56, 8)|0|[0, 0]|1189|649|status.waiting
(18, 56, 9)|0|[0, 0]|1189|649|status.waiting
(18, 56, 10)|0|[0, 0]|1189|649|status.moving
(18, 56, 11)|0|[0, 0]|1189|649|status.moving
(18, 56, 12)|0|[0, 0]|1189|649|status.moving
(18, 56, 13)|0|[0, 0]|1189|649|status.moving
(18, 56, 14)|0|[0, 0]|1189|649|status.moving
(18, 56, 15)|0|[0, 0]|1189|649|status.moving
(18, 56, 16)|0|[0, 0]|1189|649|status.moving
(18, 56, 17)|0|[0, 0]|1189|649|status.moving
(18, 56, 18)|0|[0, 0]|1189|649|status.moving
(18, 56, 19)|0|[0, 0]|1189|649|status.moving
(18, 56, 20)|0|[0, 0]|1189|649|status.moving
(18, 56, 21)|0|[0, 0]|1189|649|status.moving
(18, 56, 22)|0|[0, 0]|1189|649|status.moving
(18, 56, 23)|0|[0, 0]|1189|649|status.moving
(18, 56, 24)|0|[0, 0]|1189|649|status.moving
(18, 56, 25)|0|[0, 0]|1189|649|status.moving
(18, 56, 26)|0|[0, 0]|1189|649|status.moving
(18, 56, 27)|0|[0, 0]|1189|649|status.moving
(18, 56, 28)|0|[0, 0]|1189|649|status.moving
(18, 56, 29)|0|[0, 0]|1189|649|status.moving
(18, 56, 30)|0|[0, 0]|1189|649|status.moving
(18, 56, 31)|0|[0, 0]|1189|649|status.moving
(18, 56, 32)|0|[0, 0]|1189|649|status.moving
(18, 56, 33)|0|[0, 0]|1189|649|status.moving
(18, 56, 34)|0|[0, 0]|1189|649|status.moving
(18, 56, 35)|0|[0, 0]|1189|649|status.moving
(18, 56, 36)|0|[0, 0]|1189|649|status.moving
(18, 56, 37)|0|[0, 0]|1189|649|status.moving
(18, 56, 38)|0|[0, 0]|1189|649|status.moving
(18, 56, 39)|0|[0, 0]|1189|649|status.moving
(18, 56, 40)|0|[0, 0]|1189|649|status.moving
(18, 56, 41)|0|[0, 0]|1189|649|status.moving
(18, 56, 42)|0|[0, 0]|1189|649|status.moving
(18, 56, 43)|0|[0, 0]|1189|649|status.moving
(18, 56, 44)|0|[0, 0]|1189|649|status.moving
(18, 56, 45)|0|[0, 0]|1189|649|status.moving
(18, 56, 46)|0|[0, 0]|1189|649|status.moving
(18, 56, 47)|0|[0, 0]|1189|649|status.moving
(18, 56, 48)|0|[0, 0]|1189|649|status.moving
(18, 56, 49)|0|[0, 0]|1189|649|status.moving
(18, 56, 50)|0|[0, 0]|1189|649|status.moving
(18, 56, 51)|0|[0, 0]|1189|649|status.moving
(18, 56, 52)|0|[0, 0]|1189|649|status.moving
(18, 56, 53)|0|[0, 0]|1189|649|status.moving
(18, 56, 54)|0|[0, 0]|1189|649|status.moving
(18, 56, 55)|0|[0, 0]|1189|649|status.moving
(18, 56, 56)|0|[0, 0]|1189|649|status.moving
(18, 56, 57)|0|[0, 0]|1189|649|status.moving
(18, 56, 58)|0|[0, 0]|1189|649|status.moving
(18, 56, 59)|0|[0, 0]|1189|649|status.moving
(18, 57, 0)|0|[0, 0]|1189|649|status.moving
(18, 57, 1)|0|[0, 0]|1189|649|status.moving
(18, 57, 2)|0|[0, 0]|1189|649|status.moving
(18, 57, 3)|0|[0, 0]|1189|649|status.moving
(18, 57, 4)|0|[0, 0]|1189|649|status.moving
(18, 57, 5)|0|[0, 0]|1189|649|status.moving
(18, 57, 6)|0|[0, 0]|1189|649|status.moving
(18, 57, 7)|0|[0, 0]|1189|649|status.moving
(18, 57, 8)|0|[0, 0]|1189|649|status.moving
