Symulation time|Real time|People who come|People in queue(first/second)|People who left|Transported People 
51475|(14, 17, 55)|1|[4, 1]|398|618
51476|(14, 17, 56)|0|[4, 1]|398|618
51477|(14, 17, 57)|0|[4, 1]|398|618
51478|(14, 17, 58)|0|[3, 1]|399|618
51479|(14, 17, 59)|0|[3, 1]|399|618
51480|(14, 18, 0)|0|[3, 1]|399|618
51481|(14, 18, 1)|0|[3, 1]|399|618
51482|(14, 18, 2)|0|[2, 1]|400|618
51483|(14, 18, 3)|0|[2, 1]|400|618
51484|(14, 18, 4)|0|[2, 1]|400|618
51485|(14, 18, 5)|0|[2, 1]|400|618
51486|(14, 18, 6)|0|[2, 1]|400|618
51487|(14, 18, 7)|0|[2, 1]|400|618
51488|(14, 18, 8)|0|[2, 1]|400|618
51489|(14, 18, 9)|0|[2, 1]|400|618
51490|(14, 18, 10)|0|[2, 1]|400|618
51491|(14, 18, 11)|0|[2, 1]|400|618
51492|(14, 18, 12)|0|[2, 1]|400|618
51493|(14, 18, 13)|0|[2, 1]|400|618
51494|(14, 18, 14)|0|[2, 1]|400|618
51495|(14, 18, 15)|0|[2, 1]|400|618
51496|(14, 18, 16)|0|[2, 1]|400|618
51497|(14, 18, 17)|0|[2, 1]|400|618
51498|(14, 18, 18)|1|[2, 2]|400|618
51499|(14, 18, 19)|0|[2, 2]|400|618
51500|(14, 18, 20)|1|[3, 2]|400|618
51501|(14, 18, 21)|0|[3, 2]|400|618
51502|(14, 18, 22)|1|[3, 3]|400|618
51503|(14, 18, 23)|0|[3, 3]|400|618
51504|(14, 18, 24)|0|[3, 3]|400|618
51505|(14, 18, 25)|0|[3, 3]|400|618
51506|(14, 18, 26)|0|[3, 3]|400|618
51507|(14, 18, 27)|0|[3, 3]|400|618
51508|(14, 18, 28)|0|[3, 3]|400|618
51509|(14, 18, 29)|0|[3, 3]|400|618
51510|(14, 18, 30)|1|[4, 3]|400|618
51511|(14, 18, 31)|1|[4, 4]|400|618
51512|(14, 18, 32)|1|[4, 5]|400|618
51513|(14, 18, 33)|0|[4, 5]|400|618
51514|(14, 18, 34)|0|[3, 5]|401|618
51515|(14, 18, 35)|0|[3, 5]|401|618
51516|(14, 18, 36)|0|[3, 5]|401|618
51517|(14, 18, 37)|0|[3, 5]|401|618
51518|(14, 18, 38)|0|[3, 5]|401|618
51519|(14, 18, 39)|0|[3, 5]|401|618
51520|(14, 18, 40)|0|[3, 5]|401|618
51521|(14, 18, 41)|0|[3, 5]|401|618
51522|(14, 18, 42)|0|[3, 5]|401|618
51523|(14, 18, 43)|0|[3, 5]|401|618
51524|(14, 18, 44)|0|[3, 5]|401|618
51525|(14, 18, 45)|0|[3, 5]|401|623
51526|(14, 18, 46)|0|[3, 5]|401|623
51527|(14, 18, 47)|0|[0, 0]|401|623
51528|(14, 18, 48)|0|[0, 0]|401|623
51529|(14, 18, 49)|0|[0, 0]|401|623
51530|(14, 18, 50)|1|[1, 0]|401|623
51531|(14, 18, 51)|0|[0, 0]|401|623
51532|(14, 18, 52)|0|[0, 0]|401|623
51533|(14, 18, 53)|0|[0, 0]|401|623
51534|(14, 18, 54)|0|[0, 0]|401|623
51535|(14, 18, 55)|0|[0, 0]|401|623
51536|(14, 18, 56)|1|[0, 1]|401|623
51537|(14, 18, 57)|0|[0, 0]|401|623
51538|(14, 18, 58)|0|[0, 0]|401|623
51539|(14, 18, 59)|0|[0, 0]|401|623
51540|(14, 19, 0)|0|[0, 0]|401|623
51541|(14, 19, 1)|0|[0, 0]|401|623
51542|(14, 19, 2)|0|[0, 0]|401|623
51543|(14, 19, 3)|0|[0, 0]|401|623
51544|(14, 19, 4)|1|[0, 1]|401|623
51545|(14, 19, 5)|0|[0, 0]|401|623
51546|(14, 19, 6)|0|[0, 0]|401|623
51547|(14, 19, 7)|0|[0, 0]|401|623
51548|(14, 19, 8)|0|[0, 0]|401|623
51549|(14, 19, 9)|0|[0, 0]|401|623
51550|(14, 19, 10)|0|[0, 0]|401|623
51551|(14, 19, 11)|0|[0, 0]|401|623
51552|(14, 19, 12)|0|[0, 0]|401|623
51553|(14, 19, 13)|0|[0, 0]|401|623
51554|(14, 19, 14)|0|[0, 0]|401|623
51555|(14, 19, 15)|0|[0, 0]|401|623
51556|(14, 19, 16)|1|[1, 0]|401|623
51557|(14, 19, 17)|0|[1, 0]|401|623
51558|(14, 19, 18)|0|[1, 0]|401|623
51559|(14, 19, 19)|0|[1, 0]|401|623
51560|(14, 19, 20)|0|[1, 0]|401|623
51561|(14, 19, 21)|0|[1, 0]|401|623
51562|(14, 19, 22)|0|[1, 0]|401|623
51563|(14, 19, 23)|0|[1, 0]|401|623
51564|(14, 19, 24)|0|[1, 0]|401|623
51565|(14, 19, 25)|0|[1, 0]|401|623
51566|(14, 19, 26)|0|[1, 0]|401|623
51567|(14, 19, 27)|0|[1, 0]|401|623
51568|(14, 19, 28)|0|[1, 0]|401|623
51569|(14, 19, 29)|0|[1, 0]|401|623
51570|(14, 19, 30)|0|[1, 0]|401|623
51571|(14, 19, 31)|0|[1, 0]|401|623
51572|(14, 19, 32)|0|[1, 0]|401|623
51573|(14, 19, 33)|0|[1, 0]|401|623
51574|(14, 19, 34)|0|[1, 0]|401|623
51575|(14, 19, 35)|0|[1, 0]|401|623
51576|(14, 19, 36)|0|[1, 0]|401|623
51577|(14, 19, 37)|0|[1, 0]|401|623
51578|(14, 19, 38)|0|[1, 0]|401|623
51579|(14, 19, 39)|0|[1, 0]|401|623
51580|(14, 19, 40)|1|[1, 1]|401|623
51581|(14, 19, 41)|0|[1, 1]|401|623
51582|(14, 19, 42)|0|[1, 1]|401|623
51583|(14, 19, 43)|0|[1, 1]|401|623
51584|(14, 19, 44)|0|[1, 1]|401|623
51585|(14, 19, 45)|0|[1, 1]|401|623
51586|(14, 19, 46)|2|[1, 3]|401|623
51587|(14, 19, 47)|0|[1, 3]|401|623
51588|(14, 19, 48)|0|[1, 3]|401|623
51589|(14, 19, 49)|0|[1, 3]|401|623
51590|(14, 19, 50)|0|[1, 3]|401|623
51591|(14, 19, 51)|0|[1, 3]|401|623
51592|(14, 19, 52)|0|[1, 3]|401|623
51593|(14, 19, 53)|0|[1, 3]|401|623
51594|(14, 19, 54)|0|[1, 3]|401|623
51595|(14, 19, 55)|0|[1, 3]|401|623
51596|(14, 19, 56)|0|[1, 3]|401|623
51597|(14, 19, 57)|0|[1, 3]|401|623
51598|(14, 19, 58)|0|[1, 3]|401|623
51599|(14, 19, 59)|0|[1, 3]|401|623
51600|(14, 20, 0)|0|[1, 3]|401|623
51601|(14, 20, 1)|0|[1, 3]|401|623
51602|(14, 20, 2)|0|[1, 3]|401|623
51603|(14, 20, 3)|0|[1, 3]|401|623
51604|(14, 20, 4)|0|[1, 3]|401|623
51605|(14, 20, 5)|0|[1, 3]|401|623
51606|(14, 20, 6)|0|[1, 3]|401|623
51607|(14, 20, 7)|0|[1, 3]|401|623
51608|(14, 20, 8)|0|[1, 3]|401|623
51609|(14, 20, 9)|0|[1, 3]|401|623
51610|(14, 20, 10)|0|[1, 3]|401|623
51611|(14, 20, 11)|0|[1, 3]|401|623
51612|(14, 20, 12)|0|[1, 3]|401|623
51613|(14, 20, 13)|0|[1, 3]|401|623
51614|(14, 20, 14)|0|[1, 3]|401|623
51615|(14, 20, 15)|0|[1, 3]|401|623
51616|(14, 20, 16)|0|[1, 3]|401|623
51617|(14, 20, 17)|0|[1, 3]|401|623
51618|(14, 20, 18)|0|[1, 3]|401|623
51619|(14, 20, 19)|0|[1, 3]|401|623
51620|(14, 20, 20)|0|[1, 3]|401|623
51621|(14, 20, 21)|0|[1, 3]|401|623
51622|(14, 20, 22)|0|[1, 3]|401|623
51623|(14, 20, 23)|0|[1, 3]|401|623
51624|(14, 20, 24)|0|[1, 3]|401|623
51625|(14, 20, 25)|0|[1, 3]|401|623
51626|(14, 20, 26)|0|[1, 3]|401|623
51627|(14, 20, 27)|0|[1, 3]|401|623
51628|(14, 20, 28)|0|[1, 3]|401|623
51629|(14, 20, 29)|0|[1, 3]|401|623
51630|(14, 20, 30)|0|[1, 3]|401|623
51631|(14, 20, 31)|0|[1, 3]|401|623
51632|(14, 20, 32)|0|[1, 3]|401|623
51633|(14, 20, 33)|0|[1, 3]|401|623
51634|(14, 20, 34)|0|[1, 3]|401|623
51635|(14, 20, 35)|0|[1, 3]|401|623
51636|(14, 20, 36)|0|[1, 3]|401|623
51637|(14, 20, 37)|0|[1, 3]|401|623
51638|(14, 20, 38)|0|[1, 3]|401|623
51639|(14, 20, 39)|0|[1, 3]|401|623
51640|(14, 20, 40)|0|[1, 3]|401|623
51641|(14, 20, 41)|0|[1, 3]|401|623
51642|(14, 20, 42)|0|[1, 3]|401|623
51643|(14, 20, 43)|0|[1, 3]|401|623
51644|(14, 20, 44)|0|[1, 3]|401|623
51645|(14, 20, 45)|0|[1, 3]|401|623
51646|(14, 20, 46)|0|[1, 3]|401|623
51647|(14, 20, 47)|0|[1, 3]|401|623
51648|(14, 20, 48)|0|[1, 3]|401|623
51649|(14, 20, 49)|0|[1, 3]|401|623
51650|(14, 20, 50)|0|[1, 3]|401|623
51651|(14, 20, 51)|0|[1, 3]|401|623
51652|(14, 20, 52)|0|[1, 3]|401|623
51653|(14, 20, 53)|0|[1, 3]|401|623
51654|(14, 20, 54)|0|[1, 3]|401|623
51655|(14, 20, 55)|0|[1, 2]|402|623
51656|(14, 20, 56)|0|[1, 2]|402|623
51657|(14, 20, 57)|0|[1, 2]|402|623
51658|(14, 20, 58)|0|[1, 2]|402|623
51659|(14, 20, 59)|0|[1, 2]|402|623
51660|(14, 21, 0)|0|[1, 2]|402|623
51661|(14, 21, 1)|0|[1, 2]|402|623
51662|(14, 21, 2)|0|[1, 2]|402|623
51663|(14, 21, 3)|0|[1, 2]|402|623
51664|(14, 21, 4)|0|[1, 2]|402|623
51665|(14, 21, 5)|0|[1, 2]|402|623
51666|(14, 21, 6)|0|[1, 2]|402|623
51667|(14, 21, 7)|0|[0, 2]|403|623
51668|(14, 21, 8)|0|[0, 2]|403|623
51669|(14, 21, 9)|0|[0, 2]|403|623
51670|(14, 21, 10)|0|[0, 2]|403|623
51671|(14, 21, 11)|0|[0, 2]|403|623
51672|(14, 21, 12)|0|[0, 2]|403|623
51673|(14, 21, 13)|0|[0, 2]|403|623
51674|(14, 21, 14)|0|[0, 2]|403|623
51675|(14, 21, 15)|0|[0, 2]|403|623
51676|(14, 21, 16)|0|[0, 2]|403|623
51677|(14, 21, 17)|0|[0, 2]|403|623
51678|(14, 21, 18)|0|[0, 2]|403|623
51679|(14, 21, 19)|0|[0, 2]|403|623
51680|(14, 21, 20)|0|[0, 2]|403|623
51681|(14, 21, 21)|1|[0, 3]|403|623
51682|(14, 21, 22)|0|[0, 3]|403|623
51683|(14, 21, 23)|0|[0, 3]|403|623
51684|(14, 21, 24)|0|[0, 3]|403|623
51685|(14, 21, 25)|0|[0, 3]|403|623
51686|(14, 21, 26)|1|[0, 4]|403|623
51687|(14, 21, 27)|0|[0, 4]|403|623
51688|(14, 21, 28)|1|[0, 5]|403|623
51689|(14, 21, 29)|0|[0, 5]|403|623
51690|(14, 21, 30)|0|[0, 5]|403|623
51691|(14, 21, 31)|0|[0, 5]|403|623
51692|(14, 21, 32)|0|[0, 5]|403|623
51693|(14, 21, 33)|0|[0, 5]|403|623
51694|(14, 21, 34)|0|[0, 5]|403|623
51695|(14, 21, 35)|0|[0, 5]|403|623
51696|(14, 21, 36)|0|[0, 4]|404|623
51697|(14, 21, 37)|0|[0, 4]|404|623
51698|(14, 21, 38)|0|[0, 4]|404|623
51699|(14, 21, 39)|0|[0, 3]|405|623
51700|(14, 21, 40)|0|[0, 3]|405|623
51701|(14, 21, 41)|0|[0, 3]|405|623
51702|(14, 21, 42)|0|[0, 3]|405|623
51703|(14, 21, 43)|0|[0, 3]|405|623
51704|(14, 21, 44)|0|[0, 3]|405|623
51705|(14, 21, 45)|0|[0, 3]|405|623
51706|(14, 21, 46)|0|[0, 3]|405|623
51707|(14, 21, 47)|0|[0, 3]|405|623
51708|(14, 21, 48)|0|[0, 3]|405|623
51709|(14, 21, 49)|0|[0, 3]|405|623
51710|(14, 21, 50)|0|[0, 3]|405|623
51711|(14, 21, 51)|1|[0, 4]|405|623
51712|(14, 21, 52)|0|[0, 4]|405|623
51713|(14, 21, 53)|0|[0, 4]|405|623
51714|(14, 21, 54)|0|[0, 4]|405|623
51715|(14, 21, 55)|0|[0, 4]|405|623
51716|(14, 21, 56)|0|[0, 4]|405|623
51717|(14, 21, 57)|0|[0, 4]|405|623
51718|(14, 21, 58)|0|[0, 4]|405|623
51719|(14, 21, 59)|0|[0, 4]|405|623
51720|(14, 22, 0)|0|[0, 4]|405|623
51721|(14, 22, 1)|0|[0, 4]|405|623
51722|(14, 22, 2)|0|[0, 4]|405|623
51723|(14, 22, 3)|0|[0, 4]|405|623
51724|(14, 22, 4)|0|[0, 4]|405|623
51725|(14, 22, 5)|1|[0, 4]|406|623
51726|(14, 22, 6)|0|[0, 4]|406|623
51727|(14, 22, 7)|0|[0, 4]|406|634
51728|(14, 22, 8)|0|[0, 4]|406|634
51729|(14, 22, 9)|0|[0, 0]|406|634
51730|(14, 22, 10)|0|[0, 0]|406|634
51731|(14, 22, 11)|0|[0, 0]|406|634
51732|(14, 22, 12)|0|[0, 0]|406|634
51733|(14, 22, 13)|0|[0, 0]|406|634
51734|(14, 22, 14)|1|[0, 1]|406|634
51735|(14, 22, 15)|0|[0, 0]|406|634
51736|(14, 22, 16)|1|[1, 0]|406|634
51737|(14, 22, 17)|0|[0, 0]|406|634
51738|(14, 22, 18)|0|[0, 0]|406|634
51739|(14, 22, 19)|0|[0, 0]|406|634
51740|(14, 22, 20)|0|[0, 0]|406|634
51741|(14, 22, 21)|0|[0, 0]|406|634
51742|(14, 22, 22)|0|[0, 0]|406|634
51743|(14, 22, 23)|0|[0, 0]|406|634
51744|(14, 22, 24)|0|[0, 0]|406|634
51745|(14, 22, 25)|0|[0, 0]|406|634
51746|(14, 22, 26)|0|[0, 0]|406|634
51747|(14, 22, 27)|0|[0, 0]|406|634
51748|(14, 22, 28)|0|[0, 0]|406|634
51749|(14, 22, 29)|0|[0, 0]|406|634
51750|(14, 22, 30)|0|[0, 0]|406|634
51751|(14, 22, 31)|0|[0, 0]|406|640
51752|(14, 22, 32)|0|[0, 0]|406|640
51753|(14, 22, 33)|0|[0, 0]|406|640
51754|(14, 22, 34)|0|[0, 0]|406|640
51755|(14, 22, 35)|0|[0, 0]|406|640
51756|(14, 22, 36)|0|[0, 0]|406|640
51757|(14, 22, 37)|0|[0, 0]|406|640
51758|(14, 22, 38)|1|[0, 1]|406|640
51759|(14, 22, 39)|0|[0, 0]|406|640
51760|(14, 22, 40)|0|[0, 0]|406|640
51761|(14, 22, 41)|0|[0, 0]|406|640
51762|(14, 22, 42)|0|[0, 0]|406|640
51763|(14, 22, 43)|0|[0, 0]|406|640
51764|(14, 22, 44)|0|[0, 0]|406|640
51765|(14, 22, 45)|0|[0, 0]|406|640
51766|(14, 22, 46)|0|[0, 0]|406|640
51767|(14, 22, 47)|0|[0, 0]|406|640
51768|(14, 22, 48)|0|[0, 0]|406|640
51769|(14, 22, 49)|1|[1, 0]|406|640
51770|(14, 22, 50)|0|[0, 0]|406|640
51771|(14, 22, 51)|0|[0, 0]|406|640
51772|(14, 22, 52)|0|[0, 0]|406|640
51773|(14, 22, 53)|0|[0, 0]|406|640
51774|(14, 22, 54)|0|[0, 0]|406|640
51775|(14, 22, 55)|0|[0, 0]|406|642
51776|(14, 22, 56)|0|[0, 0]|406|642
51777|(14, 22, 57)|0|[0, 0]|406|642
51778|(14, 22, 58)|0|[0, 0]|406|642
51779|(14, 22, 59)|0|[0, 0]|406|642
51780|(14, 23, 0)|0|[0, 0]|406|642
51781|(14, 23, 1)|0|[0, 0]|406|642
51782|(14, 23, 2)|0|[0, 0]|406|642
51783|(14, 23, 3)|0|[0, 0]|406|642
51784|(14, 23, 4)|0|[0, 0]|406|642
51785|(14, 23, 5)|0|[0, 0]|406|642
51786|(14, 23, 6)|0|[0, 0]|406|642
51787|(14, 23, 7)|0|[0, 0]|406|642
51788|(14, 23, 8)|1|[1, 0]|406|642
51789|(14, 23, 9)|0|[0, 0]|406|642
51790|(14, 23, 10)|0|[0, 0]|406|642
51791|(14, 23, 11)|0|[0, 0]|406|642
51792|(14, 23, 12)|0|[0, 0]|406|642
51793|(14, 23, 13)|0|[0, 0]|406|642
51794|(14, 23, 14)|0|[0, 0]|406|642
51795|(14, 23, 15)|0|[0, 0]|406|642
51796|(14, 23, 16)|1|[0, 1]|406|642
51797|(14, 23, 17)|0|[0, 0]|406|642
51798|(14, 23, 18)|0|[0, 0]|406|642
51799|(14, 23, 19)|1|[0, 1]|406|642
51800|(14, 23, 20)|0|[0, 0]|406|642
51801|(14, 23, 21)|1|[1, 0]|406|642
51802|(14, 23, 22)|0|[0, 0]|406|642
51803|(14, 23, 23)|0|[0, 0]|406|642
51804|(14, 23, 24)|0|[0, 0]|406|642
51805|(14, 23, 25)|0|[0, 0]|406|642
51806|(14, 23, 26)|1|[0, 1]|406|642
51807|(14, 23, 27)|0|[0, 0]|406|642
51808|(14, 23, 28)|0|[0, 0]|406|642
51809|(14, 23, 29)|0|[0, 0]|406|642
51810|(14, 23, 30)|0|[0, 0]|406|642
51811|(14, 23, 31)|0|[0, 0]|406|642
51812|(14, 23, 32)|0|[0, 0]|406|642
51813|(14, 23, 33)|0|[0, 0]|406|642
51814|(14, 23, 34)|0|[0, 0]|406|642
51815|(14, 23, 35)|0|[0, 0]|406|642
51816|(14, 23, 36)|0|[0, 0]|406|642
51817|(14, 23, 37)|0|[0, 0]|406|642
51818|(14, 23, 38)|1|[0, 1]|406|642
51819|(14, 23, 39)|0|[0, 1]|406|642
51820|(14, 23, 40)|0|[0, 1]|406|642
51821|(14, 23, 41)|0|[0, 1]|406|642
51822|(14, 23, 42)|0|[0, 1]|406|642
51823|(14, 23, 43)|0|[0, 1]|406|642
51824|(14, 23, 44)|0|[0, 1]|406|642
51825|(14, 23, 45)|0|[0, 1]|406|642
51826|(14, 23, 46)|0|[0, 1]|406|642
51827|(14, 23, 47)|0|[0, 1]|406|642
51828|(14, 23, 48)|0|[0, 1]|406|642
51829|(14, 23, 49)|0|[0, 1]|406|642
51830|(14, 23, 50)|0|[0, 1]|406|642
51831|(14, 23, 51)|0|[0, 1]|406|642
51832|(14, 23, 52)|0|[0, 1]|406|642
51833|(14, 23, 53)|1|[0, 2]|406|642
51834|(14, 23, 54)|0|[0, 2]|406|642
51835|(14, 23, 55)|0|[0, 2]|406|642
51836|(14, 23, 56)|0|[0, 2]|406|642
51837|(14, 23, 57)|0|[0, 2]|406|642
51838|(14, 23, 58)|0|[0, 2]|406|642
51839|(14, 23, 59)|0|[0, 2]|406|642
51840|(14, 24, 0)|0|[0, 2]|406|642
51841|(14, 24, 1)|0|[0, 2]|406|642
51842|(14, 24, 2)|0|[0, 2]|406|642
51843|(14, 24, 3)|0|[0, 2]|406|642
51844|(14, 24, 4)|1|[0, 3]|406|642
51845|(14, 24, 5)|0|[0, 3]|406|642
51846|(14, 24, 6)|0|[0, 3]|406|642
51847|(14, 24, 7)|0|[0, 3]|406|642
51848|(14, 24, 8)|0|[0, 3]|406|642
51849|(14, 24, 9)|0|[0, 3]|406|642
51850|(14, 24, 10)|1|[1, 3]|406|642
51851|(14, 24, 11)|0|[1, 3]|406|642
51852|(14, 24, 12)|0|[1, 3]|406|642
51853|(14, 24, 13)|0|[1, 3]|406|642
51854|(14, 24, 14)|0|[1, 3]|406|642
51855|(14, 24, 15)|0|[1, 3]|406|642
51856|(14, 24, 16)|0|[1, 3]|406|642
51857|(14, 24, 17)|0|[1, 3]|406|642
51858|(14, 24, 18)|0|[1, 3]|406|642
51859|(14, 24, 19)|0|[1, 3]|406|642
51860|(14, 24, 20)|0|[1, 3]|406|642
51861|(14, 24, 21)|0|[1, 3]|406|642
51862|(14, 24, 22)|0|[1, 3]|406|642
51863|(14, 24, 23)|1|[2, 3]|406|642
51864|(14, 24, 24)|0|[2, 3]|406|642
51865|(14, 24, 25)|0|[2, 3]|406|642
51866|(14, 24, 26)|0|[2, 3]|406|642
51867|(14, 24, 27)|0|[2, 3]|406|642
51868|(14, 24, 28)|0|[2, 3]|406|642
51869|(14, 24, 29)|0|[2, 3]|406|642
51870|(14, 24, 30)|0|[2, 3]|406|642
51871|(14, 24, 31)|0|[2, 3]|406|642
51872|(14, 24, 32)|0|[2, 3]|406|642
51873|(14, 24, 33)|0|[2, 3]|406|642
51874|(14, 24, 34)|0|[2, 3]|406|642
51875|(14, 24, 35)|0|[2, 3]|406|642
51876|(14, 24, 36)|0|[2, 3]|406|642
51877|(14, 24, 37)|1|[2, 4]|406|642
51878|(14, 24, 38)|0|[2, 4]|406|642
51879|(14, 24, 39)|0|[2, 4]|406|642
51880|(14, 24, 40)|0|[2, 4]|406|642
51881|(14, 24, 41)|0|[2, 4]|406|642
51882|(14, 24, 42)|0|[2, 4]|406|642
51883|(14, 24, 43)|0|[2, 4]|406|642
51884|(14, 24, 44)|0|[2, 4]|406|642
51885|(14, 24, 45)|1|[2, 5]|406|642
51886|(14, 24, 46)|0|[2, 5]|406|642
51887|(14, 24, 47)|0|[2, 5]|406|642
51888|(14, 24, 48)|0|[2, 5]|406|642
51889|(14, 24, 49)|0|[2, 5]|406|642
51890|(14, 24, 50)|0|[2, 5]|406|642
51891|(14, 24, 51)|0|[2, 5]|406|642
51892|(14, 24, 52)|0|[2, 5]|406|642
51893|(14, 24, 53)|0|[2, 5]|406|642
51894|(14, 24, 54)|1|[2, 6]|406|642
51895|(14, 24, 55)|0|[2, 6]|406|642
51896|(14, 24, 56)|0|[2, 6]|406|642
51897|(14, 24, 57)|0|[2, 6]|406|642
51898|(14, 24, 58)|0|[2, 6]|406|642
51899|(14, 24, 59)|0|[2, 6]|406|642
51900|(14, 25, 0)|0|[2, 6]|406|642
51901|(14, 25, 1)|0|[2, 6]|406|642
51902|(14, 25, 2)|0|[2, 6]|406|642
51903|(14, 25, 3)|0|[2, 6]|406|642
51904|(14, 25, 4)|0|[2, 6]|406|642
51905|(14, 25, 5)|0|[2, 6]|406|642
51906|(14, 25, 6)|0|[2, 6]|406|642
51907|(14, 25, 7)|0|[2, 5]|407|642
51908|(14, 25, 8)|1|[3, 5]|407|642
51909|(14, 25, 9)|0|[3, 5]|407|642
51910|(14, 25, 10)|0|[3, 5]|407|642
51911|(14, 25, 11)|2|[4, 6]|407|642
51912|(14, 25, 12)|0|[4, 6]|407|642
51913|(14, 25, 13)|0|[4, 6]|407|642
51914|(14, 25, 14)|0|[4, 5]|408|642
51915|(14, 25, 15)|0|[4, 5]|408|642
51916|(14, 25, 16)|0|[4, 5]|408|642
51917|(14, 25, 17)|0|[4, 5]|408|642
51918|(14, 25, 18)|0|[4, 5]|408|642
51919|(14, 25, 19)|1|[5, 5]|408|642
51920|(14, 25, 20)|0|[5, 5]|408|642
51921|(14, 25, 21)|0|[5, 5]|408|642
51922|(14, 25, 22)|0|[5, 5]|408|642
51923|(14, 25, 23)|0|[5, 5]|408|642
51924|(14, 25, 24)|0|[5, 5]|408|642
51925|(14, 25, 25)|1|[5, 6]|408|642
51926|(14, 25, 26)|0|[5, 6]|408|642
51927|(14, 25, 27)|0|[5, 6]|408|642
51928|(14, 25, 28)|0|[5, 6]|408|642
51929|(14, 25, 29)|0|[5, 6]|408|642
51930|(14, 25, 30)|0|[5, 5]|409|642
51931|(14, 25, 31)|0|[5, 5]|409|642
51932|(14, 25, 32)|0|[5, 5]|409|642
51933|(14, 25, 33)|0|[5, 5]|409|642
51934|(14, 25, 34)|0|[5, 5]|409|642
51935|(14, 25, 35)|0|[5, 5]|409|642
51936|(14, 25, 36)|1|[6, 5]|409|642
51937|(14, 25, 37)|0|[6, 5]|409|642
51938|(14, 25, 38)|0|[6, 4]|410|642
51939|(14, 25, 39)|0|[6, 4]|410|642
51940|(14, 25, 40)|0|[6, 4]|410|642
51941|(14, 25, 41)|0|[6, 4]|410|642
51942|(14, 25, 42)|0|[6, 4]|410|642
51943|(14, 25, 43)|0|[6, 4]|410|642
51944|(14, 25, 44)|0|[6, 4]|410|642
51945|(14, 25, 45)|0|[6, 4]|410|642
51946|(14, 25, 46)|0|[6, 4]|410|642
51947|(14, 25, 47)|0|[6, 4]|410|642
51948|(14, 25, 48)|0|[6, 4]|410|642
51949|(14, 25, 49)|0|[6, 4]|410|642
51950|(14, 25, 50)|0|[6, 4]|410|642
51951|(14, 25, 51)|0|[6, 4]|410|642
51952|(14, 25, 52)|0|[6, 4]|410|642
51953|(14, 25, 53)|1|[6, 5]|410|642
51954|(14, 25, 54)|0|[6, 5]|410|642
51955|(14, 25, 55)|0|[6, 5]|410|642
51956|(14, 25, 56)|0|[6, 5]|410|642
51957|(14, 25, 57)|0|[6, 5]|410|642
51958|(14, 25, 58)|0|[6, 5]|410|642
51959|(14, 25, 59)|0|[6, 5]|410|642
51960|(14, 26, 0)|0|[6, 4]|411|642
51961|(14, 26, 1)|0|[6, 4]|411|642
51962|(14, 26, 2)|0|[6, 4]|411|642
51963|(14, 26, 3)|0|[6, 4]|411|642
51964|(14, 26, 4)|0|[6, 4]|411|642
51965|(14, 26, 5)|0|[6, 4]|411|642
51966|(14, 26, 6)|0|[6, 4]|411|642
51967|(14, 26, 7)|0|[6, 4]|411|642
51968|(14, 26, 8)|0|[6, 4]|411|642
51969|(14, 26, 9)|0|[6, 4]|411|642
51970|(14, 26, 10)|0|[6, 4]|411|642
51971|(14, 26, 11)|0|[6, 4]|411|642
51972|(14, 26, 12)|2|[7, 5]|411|642
51973|(14, 26, 13)|0|[7, 5]|411|642
51974|(14, 26, 14)|0|[7, 5]|411|642
51975|(14, 26, 15)|0|[7, 5]|411|642
51976|(14, 26, 16)|1|[8, 5]|411|642
51977|(14, 26, 17)|1|[9, 5]|411|642
51978|(14, 26, 18)|0|[9, 5]|411|642
51979|(14, 26, 19)|0|[9, 5]|411|642
51980|(14, 26, 20)|0|[8, 5]|412|642
51981|(14, 26, 21)|0|[8, 5]|412|642
51982|(14, 26, 22)|0|[8, 5]|412|642
51983|(14, 26, 23)|0|[8, 5]|412|642
51984|(14, 26, 24)|0|[8, 5]|412|642
51985|(14, 26, 25)|1|[8, 4]|414|642
51986|(14, 26, 26)|0|[8, 4]|414|647
51987|(14, 26, 27)|0|[8, 4]|414|647
51988|(14, 26, 28)|0|[0, 0]|414|647
51989|(14, 26, 29)|0|[0, 0]|414|647
51990|(14, 26, 30)|0|[0, 0]|414|647
51991|(14, 26, 31)|0|[0, 0]|414|647
51992|(14, 26, 32)|0|[0, 0]|414|647
51993|(14, 26, 33)|0|[0, 0]|414|647
51994|(14, 26, 34)|0|[0, 0]|414|647
51995|(14, 26, 35)|0|[0, 0]|414|647
51996|(14, 26, 36)|0|[0, 0]|414|647
51997|(14, 26, 37)|0|[0, 0]|414|647
51998|(14, 26, 38)|0|[0, 0]|414|647
51999|(14, 26, 39)|0|[0, 0]|414|647
52000|(14, 26, 40)|0|[0, 0]|414|647
52001|(14, 26, 41)|0|[0, 0]|414|647
52002|(14, 26, 42)|0|[0, 0]|414|647
52003|(14, 26, 43)|0|[0, 0]|414|647
52004|(14, 26, 44)|0|[0, 0]|414|647
52005|(14, 26, 45)|0|[0, 0]|414|647
52006|(14, 26, 46)|0|[0, 0]|414|647
52007|(14, 26, 47)|0|[0, 0]|414|647
52008|(14, 26, 48)|0|[0, 0]|414|659
52009|(14, 26, 49)|0|[0, 0]|414|659
52010|(14, 26, 50)|0|[0, 0]|414|659
52011|(14, 26, 51)|0|[0, 0]|414|659
